,title,pay_bracket,description
443,['Systems Analyst'],"['$68,000 a year']","['Line of Service\nAssurance\nIndustry/Sector\nNot Applicable\nSpecialism\nAssurance\nManagement Level\nAssociate\nJob Description & Summary\nWith PwC, you’ll ignite a meaningful career while being supported by a flexible working culture, innovative learning and development opportunities and progressive policies and benefits, such as 18 weeks paid parental leave for mums, dads and foster carers (no minimum service!)\nWhat will you create?\nYou’ll help Australian businesses, not-for-profits and governments create value and improve the way they work. From digitising healthcare, to creating smarter cities and igniting our start-up industry, together we build trust in society and solve important problems.\nTrust and Risk bring this to life by helping clients to protect and strengthen every aspect of their business; from people to performance, systems to strategy and business plans to business resilience.\nAs an Systems Analyst our Technology Risk team your impact will be seen by:\nBeing responsible for anticipating and identifying risks and raise issues with line management to support our commitment to risk and quality.\nPreparing and reviewing of financial statements\nAnalysing and documenting of internal controls and control Environments\nKnowing all aspects of audit and statutory reporting\nAbout you\nYou have a background in a technology controls environment and are skilled in IT general control (ITGC) reviews, automated controls, system-generated reports, internal audits and service organisation controls reports. You hold an understanding of the complexity around technology issues and how to solve them from strategy to execution.\nPassionate about being at the forefront of change, you’re ready to help our Risk Assurance practice transform how risk is perceived and capitalised on.\nYou’re collaborative and enjoy working in an innovative environment. You’re a problem solver by nature and want to join a firm that values the kind of people who reimagine the possible for their clients and stakeholders. Most importantly, you act with integrity and show care for the people you work with.\nLife at PwC\nOur culture and benefits are something we’re proud of, and also the reason we’ve been named LinkedIn’s #1 Australian workplace. With PwC, you’ll belong to an inclusive community where differences are both embraced and the underlying driver in everything we create together.\nWe empower you with the technology, coaching, flexibility and trust needed to make a meaningful difference, while supporting you in bringing your whole self to work each day. We’re committed to building and maintaining a diverse workforce because we know it’s only by working together that we can realise the potential of our people, clients and society around us.\nWe’re living this commitment through initiatives including our Reconciliation Action Plan to increase Indigenous employment and employee-led diversity networks promoting cultural, disability, LGBTI and gender equality. At our core we’re a people business, which means you’ll be supported not just in your professional development but your personal growth as well.\nWiona Court is the Recruitment Manager for the role. As the team experience high volumes of applications, we appreciate your patience to allow for a timely and fair process for all.\nWe welcome the opportunity to speak to candidates about our value proposition and recognition and reward approach. The minimum full time salary for this role is $68,000 including 9.5% Superannuation, however will be determined based on the skills and experience that the candidate brings. #LI-PWCLMT\nEducation (if blank, degree and/or field of study not specified)\nDegrees/Field of Study required:\nDegrees/Field of Study preferred:\nCertifications (if blank, certifications not specified)\nDesired Languages (If blank, desired languages not specified)\nTravel Requirements\nUp to 20%\nAvailable for Work Visa Sponsorship?\nYes\nGovernment Clearance Required?\nNo\nJob Posting End Date']"
444,['Business Analyst'],['Na'],"[""Location: Melbourne, VIC, AU\nCompany: metrotrain\nMetro is a multi-award winning organisation, and we pride ourselves on our team of honest, high performing professionals who are talented, inclusive and safety focused and who are at the core of our success. You will be joining an organisation that is known as a global leader in its field but also prides itself on being dynamic, embracing new technologies and focused on customer service. Our aim is to promote work/life balance, allow team members to bring their best to work and to truly be focused on a common goal which is to provide a world-class railway service.\n\nPosition\nEstablishing the business improvement initiatives by collaborating with the Compliance and Reporting Manager. The Business Analyst will be a crucial member of the OCMS team by helping the business deliver our commercial obligations to state.\n\nThis opportunity is likely to extend after 12 months if someone who has proven knowledge across systems, processes and change to helpdevelop and drive solutions across OCMS relating to State compliance and reporting activities.\n\nResponsibilities\n\nInvestigate business requirements using a range of tools and techniques including interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, scenarios, business analysis and task/workflow analysis.\nFamiliarise with enterprise asset and financial management systems with ability to extract and analyse information to support systematic change and associated reporting.\nIdentify and interview relevant stakeholders who may have an interest in, or may be affected by, the problem or solution; complete stakeholder impact analyses; facilitate group workshops where necessary.\nCollaborate with developers and subject matter experts to establish the business and technical solution designs (including to-be business processes), bearing in mind trade-offs between usability, performance and time/cost to deliver.\nFacilitate open communication and discussion between stakeholders, using feedback to assess and promote understanding of the need for future changes in services, products and systems. Act as liaison between the Business Units, technology teams and support teams.\nDevelop and execute change and communications strategies and plans\nSuccessfully engage in multiple initiatives simultaneously.\nPlan and facilitate project workshops – e.g. problem definition, stakeholder analysis, risk analysis, implementation planning, etc.\nDevelop a deep understanding of the MTM organisational context, structure and operation.\nAnalyse business needs of a more strategic/complex nature, requiring a deeper understanding of MTM and with significant impact across the organisation.\nProvide business analysis “practice leadership” in terms of coaching and mentoring other business analysts; contributing to improving business analysis processes, tools and templates, QA of other business analysts’ work as required, etc.\nCritically evaluate information gathered from multiple sources, reconcile conflicts, deconstruct complex information into more easily accessible details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs.\n\n\nAbout You\n\nA relevant postgraduate qualification with 5+ years’ relevant experience, or an equivalent combination of relevant experience and/or education/training\nDemonstrated extensive ability to identify and assess stakeholders needs, support and best approach to engage strategically to achieve project goals and objectives\nExperience in supervising and managing staff through effective leadership and managing performance at a team level\nDemonstrated ability to promote best practice through mentoring, coaching of other business analysts\nBenefits\nAll Metro Employees receive a free Myki pass that allows free Public Transport in Victoria\nMetro supports work/life balance with opportunities to work from home on occasion\nHave a great impact on programs that will directly improve Melbourne’s suburban rail network whilst ensuring these developments do not come as a cost to our safe and cost-effective delivery of services\n\n\nHow to apply\nPlease submit your application by clicking ‘Apply Now’ before 4th December 2020\n\nMetro Trains is an equal opportunity employer and embraces diversity. We encourage all interested applicants to apply but please note only applications with the right to live and work in Australia will be considered for this position.\n\n\nThis is a fantastic opportunity to build on the career you've developed to date and take it to the next level by making a tangible impact that matters.\nIf what you’ve read resonates with your values, experience and career aspiration then we want to hear from you!\n\nMetro Trains is an equal opportunity employer and embraces diversity. We encourage all interested applicants to apply but please do note only applications with the right to live and work in Australia will be considered for this position.""]"
445,['Data Analyst'],['Na'],"[""Requisition Title -\nData Analyst\nJob Number: - AUS121205\nDescription\n\nSenior Data Analyst/Pricing Manager\nRole Location: Melbourne\nRole Type: Data Analyst permanent\nAt ANZ our purpose is to shape a world where people and communities thrive and to achieve this, we need a talented Senior Data Analyst to join our Payments and Merchant Tribe. The Payments and Merchant Tribe's mission is to enable customers to pay and get paid more simply, reliably and cost-effectively.\nOur data analysts deeply understand the power of data to generate quality customer insights, manage information and identify trends to accelerate sound business decisions.\nYour skillset will enable you to source and interrogate data, working with a focus on the future, with an active understanding of industry trends to ensure capability development is aligned. You will influence strategic direction by translating insights into practical business recommendations, communicating team objectives and presenting data in digestible, logical and compelling ways.\nThis is a critical role within Payments & Merchant Services Tribe will have key responsibilities including:\nAnalysis and implementation of pricing changes in-line with scheme mandates and other strategic initiatives.\nDevelop understanding of merchant acquiring pricing structures and landscape.\nDevelopment of forecasting reports, models and insights to demonstrate portfolio impact of various pricing strategy and changes.\nData analysis and insights development to support all other strategic pricing, merchant and BAU initiatives.\nDesign and development of capabilities and tools to support the tribe with data and insights to enable agile and rapid response to merchant and pricing initiatives.\nProvide input and assist in systems design, development and testing for business initiatives.\nSupport and assist with data analysis and data extract requests across the tribe.\nPromote portfolio pricing standards and pricing opportunities with stakeholders.\n\nWhat will your day look like?\nAnalyse, review and implement pricing changes and ensuring the integrity and accuracy of data.\nLeverage data sets and develop insights to support various merchant acquisition, attrition and pricing initiatives.\nEnsuring adherence to ANZ legal, regulatory and other external compliance obligations through data and insights.\nSupporting business initiatives by providing input and support to system design and testing.\nDesign and develop processes, tools and capabilities to mitigate and eliminate operational risks.\nPresenting data and insights to the broader team and tribe to enable data-driven decision making.\n\nWhat will be in your toolkit?\nAdvanced skills in SQL (Oracle PL/SQL, Teradata) and Excel\nStrong communication skills and adept at providing insights in business-friendly language.\nDomain experience in pricing and/or merchant acquiring preferable.\nFamiliarity with data visualisation/business intelligence tools (QlikSense) will be advantageous.\nDemonstrate a strong sense of accountability and attention to detail in delivering the outcome required by business.\nAbility to take a consultative approach in working with multiple stakeholders across various ANZ teams.\n\nAbout ANZ\nWe’re reinventing the way we do banking, and our community of collaborative, innovative thinkers who create human centred solutions are helping us get there. We’re responding faster to changing customer requirements, focusing on the things that matter and helping people achieve incredible things – be it buying their home, building a business or saving for things big or small.\nWe support our people by providing a range of flexible working options so they can work in the way that best suits them. We encourage you to talk to us about your need for flexibility and any adjustments you may require to our recruitment process or the role itself.\nWe’ll also offer you the opportunity to develop your career, working in a diverse and inclusive workplace where the different backgrounds, perspectives and life experiences of our people are celebrated and create a great place to grow, thrive and belong.\nInterested in joining us? Click Apply now, or visit www.anz.com/careers to find out more or view other opportunities.\nReference number: AUS121205\n\n#GD 4.2""]"
446,['Data Insights Analyst'],['Na'],"['Join the world leader in legal automation and legal innovation\nCome help us challenge the status-quo\nSimplify our metrics, help us dig into our data to deliver actionable insights\n\n\nThe Role:\n\n\nThe Data Insights Analyst manages and coordinates the activities to support data-driven decisions made by Plexus. You are the owner of the data layer ensuring the key metrics that drive growth are simple and that each team has access to these metrics on demand and has integrity.\n\n\nYou will have a passion and curiosity for developing, interpreting, and generating business insights to support the Plexus team in delivering 100% year on year growth.\n\n\nYou will work with teams to simplify the metrics and build beautiful visualizations of key metrics using Power BI and associated tools. As this is a new capability for the organisation you will need to drive the architecture of the data ecosystem and toolset selection.\n\nIn more detail you will:\nSupport the Plexus leaders to develop and simplify the key metrics that drive growth\nDefine the governance structure for data and work with stakeholders to define metrics and map business logic\nDevelop data models to report on key metrics to deliver insights and incorporate predictive analysis to support growth\nAnalyse data and provide internal and external customers with clearly communicated insights\nVisualise beautiful dashboards using Power BI.\nThink outside the current reporting and process. Leverage the existing or new tools to deliver innovative solutions\nCreate plans to extend and develop insights and observations. i.e. Challenge convention with data\nLearn new methods, techniques and advocate for new tools and explain the benefits to the team / business\nDesired Outcomes:\nCreate and manage a simple set of north star metrics for the business along with sub metrics for each team & product line\nCreate and manage our data governance framework incorporating data models with clear definitions agreed for each metric\nBuild beautiful reports/dashboards generated for Plexus and each of the teams\nEstablish a data partnering model with key stakeholders\nGenerate actionable insights and present to Senior Leadership Team\nCreate roadmap for data insights capability\nKey Capabilities:\nBuild data models and reports\nExperience in Power BI/Power Pivot\nVisualization and storytelling skills\nSAAS or Product business preferred\nData governance\nStakeholder management\nBusiness Analysis\nBest practice techniques\nCore Attributes:\nCurious\nStorytelling\nPragmatic\nProblem-solving ability\nSystematic and logical\nPassion for learning\nCommercial acumen']"
447,['Service Desk Analyst'],['Na'],"['Aesop has carefully cultivated a work environment in which our employees are constantly challenged to do their best. Our company is determinedly creative, intelligent and progressive, and nurtures these qualities by employing people who share our passionate interest in design, innovation, and incisive enquiry across all fields.\n\nOur organisational culture is entirely unique, distinguished by an uncommon blend of courtesy, cordiality and intellectual energy. We seek those who can bring a wealth of life experience and inspired ideas to our table.\n\nIn return, we provide comprehensive induction and training programmes, and encourage an inclusive culture that nurtures enduring professional relationships. We also appreciate the benefits that flow from our employees’ external pursuits.\n\nWe raise our bar high at Aesop and never lower it; this is one of the keys to our success and one of the many reasons why people wish to work here. If you would like to join Aesop, we invite you to peruse our current career opportunities.\nPurpose of the role\nWe are seeking a solution focused and personable Service Desk Analyst to assist with the support of critical ICT operational functions required by Head Office, Aesop Retail and Subsidiary locations. This full-time position will report through to the Service Desk Manager and is based in Collingwood.\nIn this position, you will be responsible for keeping software up to date and ensuring that Aesop software standards are maintained, provision and maintenance of hardware as well as providing ongoing technical support and BAU troubleshooting. You will also take a proactive role in the development of existing systems and new retail development at both Head Office and Aesop Retail stores. Contributing to administrative efficiencies and the implementation of new processes will also form part of this position.\nWhat we are looking for\nhold a relevant tertiary qualification, preferably in Computer Science or Information Systems;\nat least 1+ years’ experience in a similar role;\ndemonstrate unparalleled attention to detail and excellent organizational skills;\npossess a strong proactive work ethic, perseverance and flexibility;\nbe articulate, composed and a great communicator;\na willing to learn attitude;\nthrive on solving problems;\nbe patient and courteous.\nAesop provides a supportive and stimulating working environment and a commitment to developing our employees at all levels. If you are looking for the opportunity to evolve your career to the next level with a progressive and entrepreneurial Australian business, then apply now.']"
448,['Analyst - Deloitte Managed Solutions'],['Na'],"['Date: 10-Nov-2020\n\nLocation:\nMelbourne, VIC, AU Sydney, NSW, AU Brisbane, QLD, AU\n\nDepartment:Description:\nAnalyst\n\nMultiple opportunities in our Managed Solutions team\nHybrid working environment across multiple locations.\nDeloitte Flex - We recognise the importance of balance and embrace agility\n\nWhat will your typical day look like?\n\nJoin our Deloitte Managed Solutions (DMS) team as we support our clients in responding to their most important and complex business needs, operating bespoke delivery programs with quality, speed and efficiency across a wide range of industries and sectors. No two days are the same but typical daily activities could include:\n\nProvide operational support to business proposals and engagement activity across our existing or new clients in response to important and complex client issues.\nHelp lead the execution of our programs through structured problem solving, effective time management and providing our teams with the support and guidance needed to deliver high quality outcomes efficiently and effectively.\nProviding project and client operational reporting, such as performance and status/forecast reporting.\nWorking in a fast-paced, target-driven environments, whilst maintaining composure in dealing with complex and challenging operational issues.\nSupport resourcing and operational requirements to scale-up our large-scale programs.\nThrive in a multi-disciplinary team environment and adopt different working styles to meet different approaches in our work\nInvolvement in the preparation of operational financial management tools and budgets.\nBuild authentic and trusted relationships with our teams and the broader Deloitte firm.\n\nAbout the team\n\nThe financial services industry and other industries and sectors are facing significant headwinds responding to misconduct which has resulted in a loss of customer trust and reputational damage. Organisations have responded by setting up large scale remediation programs and at Deloitte, through our DMS practice, we support our clients in re-building trust and delivering confidence on issues that matter most.\n\nOur vision is to assist our clients with important and complex issues and challenges: typically, in delivering large scale complex and bespoke delivery programs, often in short timescales, bringing our expertise and excellence in execution to help our clients respond to their issues, with quality, speed and efficiency.\n\nEnough about us, let’s talk about you. You are someone with:\n1 - 2 years financial services industry experience across any of the following: Retail Banking/Wholesale/Investments/Banking/ Insurance/Super/lending/credit or Public sector experience\nA proven track record delivering or being involved in large-scale operational projects, investigations or remedial reviews;\nStrong technical skills relating to process mapping, Excel, Visio and other operational I.T. skills\nEffective communication and interpersonal skills\nEnthusiasm and a passion to succeed\nExperience of change management in terms of an operational context and an ability to work easily in a transitional period\n\nWhy Deloitte?\n\nAt Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference and embrace people with diverse backgrounds and thinking styles. Knowing that people work best in different ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.']"
449,"['Analyst, Data Engineering']",['Na'],"[""Work type: Permanent Full time\nLocation: Aust - VIC Metro\n\nA career that gives you more.\n\nYou will be joining a cohesive and collaborative engineering team embarking on a multi-year journey to transform and migrate their platform to the cloud. We are looking for candidates with exceptional technical skills to enable the Digital Analytics team to migrate to the cloud faster and safer.\n\nKey Responsibilities:\n\nThe successful candidates will be working on existing AWS cloud platform and managing it on day to day basis.\n\nIn addition to your strong technical capability you will be a proven team player, independent thinker and have a collaborative attitude towards your work and colleagues. you will also be responsible for:\n\nWorking in an agile environment, attending stand-ups, retros, planning, showcases and other agile meetings and ceremonies.\nCollaborating with scrum masters, UI designers and dev team to determine platform requirements and priorities.\nResolving technical barriers and roadblocks impacting delivery teams.\nTracking delivery outcomes against key performance indicators and provide reporting to the Senior Data Engineers.\nDesigning and developing the code and structure for CI/CD enabling infrastructure as code.\nBe a go to person for Developers for troubleshooting.\nDesigning and maintaining the Cloud environments.\n\nWhat you will bring:\n\nStrong experience with Python and SQL.\nExperience using a tech stack of GIT, AWS, Jenkins.\nKnowledge of Unix/Linux OS and knowledge of Kubernetes and container technologies.\nYou have demonstrable knowledge and experience with tools and techniques for analysis and data manipulation.\nDocumenting practices, solutions, known issues, and common trouble shooting procedures.\nStrong interpersonal, written and oral communication skills.\nHighly self-motivated and directed with keen attention to detail.\nExcellent social and communication skills, “can do” attitude and excellent analytical skills.\nExperience providing technical assistance and support to other team members.\n1 – 3 years demonstrable experience in an analytics team.\n\nYour new team:\n\nWe know that life’s about more than money. That’s why we’re so driven to do great things in the tech and digital space. We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and financial innovation. We are working more agile than ever, so that we can deliver a great baking experience to our customers.\n\nWe're NAB:\n\nWe are proud to have dedicated $55 billion to help address climate change, be recognised as a Gold employer of LGBTI Inclusion by AWEI, endorsed as an employer for Women by Work180, have an African Australian Inclusion Program, Grad Programs, and Traineeship and Internship Programs. We are an equal opportunity employer and welcome diversity in the workplace.\n\nThe benefits:\n\nFrom education and volunteer leave to learning benefits and banking discounts, we offer access to a wide range of employee benefits.\n\nIf you think this role is the right fit for you, we invite you to apply. Let’s have a serious but informal chat about who you are and what drives you. We’d love to share our vision for the future of banking.\n\nTo be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.""]"
450,['Fraud Analyst'],['Na'],"['About the role\nOur Fraud Analysts identify and assess fraud risks associated with new products and processes across Latitude Financial Services as well as the identification of improvement opportunities related to fraud.\nYou will be responsible for;\nAssist in identifying areas of in-efficiency in the fraud department and work with relevant teams to ensure that improvements are made.\nEnsure that fraud processes and policies are adhered to and that adequate monitoring is in place to identify any potential anomalies, including systems governance and internal fraud\nReview functional and business specifications to ensure that any systems/process changes that may lead to a fraud impact are communicated\nConducting timely and articulate assessments of fraud risk associated with new projects/processes ensuring that business is aware and prepared for any changes that may impact fraud.\nWhat will you be doing?\nYou will be driving and facilitating the continued optimisation of Fraud Prevention Systems by way of Rule reviews, Trend analysis and Customer & Fraudster Profiling. This role will also see you provide targeted commentary of Fraud Loss and Prevention results both internally and externally.\nMonitor and communicate volume and quality metrics for operational fraud teams ensuring an effective outcome for the business.\nInterpret data outputs of confirmed Fraud Incidents and translate these into prevention strategies.\nAssist in the forecasting of fraud exposure and losses.\nAssist in the implementation and analysis of new Fraud Prevention products as they become available.\nDrive the communication of new/improved system and process strategies to wider fraud department.\nAbout you\nYou are an experienced analyst who is passionate and interested in the financial crime industry, you understands not only who the ""bad-guys"" are but who are awesome customers are and how to best look after them.\nDemonstrable experience with SAS, SQL or equivalent coding experience eg: Python, R\nAbility to work in a dynamic environment where priorities can change frequently.\nAbility to maintain high standards of accuracy and work under pressure to achieve deadlines.\nSound like you?\n\nThat’s a good sign! In return for your energy and ideas we offer genuine flexible family life / work balance e.g. adjusted days, hours. Health, well-being and social initiatives to help you feel great and connected, as well as our hugely popular extra week of leave program.\n\n\nWe always support a safe, healthy, engaging and productive working environment for all employees and workers, whether that be in your home an office or a combination of both. We live and breathe our values. Act Right, Show Care, Be Curious\n\n\nPartners in money\n\nLatitude may seem like the new kid on the block, but it’s taken us almost a hundred years to become an overnight success. Digital payments, cards, loans and insurance is what we offer - but what we really are is a platform that helps people shop and live better.\n\n\nSuccessful applicants will be required to complete a background check (including criminal history and bankruptcy check) prior to commencement of employment. Only open to Australian or New Zealand Permanent Residents or Citizens']"
451,['Budget and Reporting Analyst'],"['$86,558 - $98,210 a year']","[""\n$86,558 to $98,210 (Plus Superannuation)\nOngoing\nUsual hours of work: Full Time (flexibility may be available)\nUsual work location: 1 Spring Street, Melbourne (flexibility may be available)\n\nThe position of Budget and Reporting Analyst forms a part of the Investment and Procurement Branch within the Corporate Services Group.\nThe Investment and Procurement Branch provides strategic advice and professional services to the business and our Ministers, creating value by improving performance and sustainability across the DJPR portfolios in line with its objectives.\nThe Budget and Reporting Analyst supports the implementation and uptake of the Oracle Cloud Financial System's Enterprise Performance Management Module (EMP) within the Department.\nThe Budget and Reporting Analyst will be responsible for building new management reports utilising EMP, developing and maintaining user guidance materials and providing tailored support and advice to end users to maximise benefits realised. The Budget and Reporting Analyst will also support the Manager EPM to review and enhance the EPM module and associated processes and policies, provide tools to enable informed decision making, and improve reporting and financial management capability across the department.\nReporting to the Manager, Enterprise Performance Management the key accountabilities of the role include:\n\n\nAdvance the implementation and uptake of the Enterprise Performance Management (EPM) module within the Department's Oracle Cloud System including by:\nbuilding new management reports utilising EMP;\ndeveloping and maintaining user guidance materials;\nsupporting the implementation of system updates.\nProvide tailored support and advice to end users to maximise benefits realised from the EPM. Identify common issues and solutions and translate findings into new guidance materials, training and/or system refinements.\nSupport the Manager EPM to monitor the ongoing and emerging budgeting, reporting and forecasting requirements of the department and provide advice on the need for refinement of the EPM and/or department processes.\nDemonstrate advanced financial expertise to routinely advise/explain complex concepts, ideas and issues to colleagues and managers.\nEstablish and maintain effective, strategic and collaborative relationships with stakeholders within the department in order to manage risks, resolve issues and drive improvement in budgeting, reporting and forecasting.\n\nFor a confidential discussion, please call Daniel Rodger, Director Strategy and Investment on 0428 039 561.\nSuccessful candidates will be required to undergo a National Police Records Check prior to commencing employment with the Department\nFor further information on the position, please refer to the attached position description.\nHow to Apply\nPlease click the ‘Apply Now' button. As part of the application process, you will provide responses to the following two questions in your cover letter:\n\n\nGive an example of how you've used your budgeting and financial analysis skills to either improve a process or financial system in order to facilitate budget and financial advice to management.\nPlease outline your experience in implementing a new system or process in the workplace; what approach did you take and how did you ensure acceptance from stakeholders.\n\nApplications close at midnight on 2 December 2020""]"
452,['Test Analyst'],['Na'],"[""Job no: 495298\nWork type: Permanent Full time\nLocation: Melbourne\nCategories: Information Technology\n\nDedicated to delivering a superior experience to customers Hydro Tasmania is a successful, vibrant player in the energy industry and is Australia's largest producer of renewable energy. Continuing growth, excellent working conditions and career opportunities make Hydro Tasmania and its subsidiaries Momentum and Entura a great place to work.\n\nAbout the role:\n\nReporting to the GM Retail IT, your role as the Test Analyst is to provide efficient and effective quality system testing to ensure business requirements are met, and systems adhere to all regulatory requirements. In this role will focus on quality/testing execution in line with the Quality Management strategy, including working towards test automation.\n\nAbout you and your experience:\n\nTo be successful in this role you will be able to demonstrate your Technical capability in ISTQB Advanced Level Test Analyst/Technical Test Analyst (Preferred) as well as Demonstrated experience within a software test environment along with exposure to commercial development of software and experience in business focussed test environments and end-to-end IT applications testing\n\nYou will have a Tertiary qualifications in IT such as Software engineering and have experience with Salesforce and other Digital technologies, experience in working with Cloud infrastructure (AWS) and associated services and Extensive integration (testing) experience in a complex environment.\n\nApplication Instructions:\n\nTo apply for this position, attach your resume and cover letter detailing why you are the most suitable person for the role.\n\nApplications close 5pm Wednesday 16th December 2020.\nAdvertised: 18 Nov 2020 AUS Eastern Daylight Time\nApplications close: 16 Dec 2020 AUS Eastern Daylight Time""]"
453,['Reporting Analyst – Melbourne'],['Na'],"['Req Number: KFINT15750\n\nLocation: Melbourne, Victoria\n\nPosted: 11/17/2020\n\nCategory: SOLUTIONS\n\nJob Type: Temporary\n\nAbout Us\nAt Korn Ferry we are passionate about what we do, the value we bring to our clients and the careers we provide our people. We pride ourselves on high quality execution, encourage a culture of ongoing career development and recognise performance and commitment.\n\nAs the global industry leader in high-impact recruitment solutions, we offer fully customised, flexible services to help our clients meet their talent and recruitment needs. Our focus on unlocking IP, relationships within the broader Korn Ferry group, the calibre of people and delivering excellence, help us to provide a compelling and competitive proposition.\n\nKorn Ferry provides its employees with a truly global opportunity to work with the best clients, as well as the best tools, technologies and expertise in the industry.\nAbout the role\nWe have an exciting opportunity for a Reporting Analyst to join our Westpac RPO team. This is a permanent opportunity based in Melbourne.\n\nThis role will be responsible for building and supporting reporting development for our Westpac RPO solution. The role will entail producing reports and dashboards by utilizing Tableau and Microsoft Excel.\n\nThis is an excellent opportunity for someone with a passion for gathering information from various sources and tools, transforming the information and building reports and dashboards and effectively presenting to key stakeholders. The role offers the opportunity to expand their knowledge and exposure within Korn Ferry, working our new RPO client, Westpac.\nAbout You\nTo be successful in this role, you will enjoy collaborating with teams across the business to seek information. You will enjoy working within a busy, fast-paced environment and will be action-oriented with have high levels of motivation. If you’re an expert at multitasking, working to tight timeframes and enjoy taking accountability for your work, then you will thrive in this role. Equally, you will be someone who deals well with ambiguity, isn’t afraid to try new things and has a solution focus to problem solving.\nIn addition, you will have:\n\ntwo years’ experience working in a hands-on data or reporting role, ideally in the HR or recruiting space;\ndevelopment experience building dashboards and visualisation solutions (preferably with Tableau, Oracle Recruitment Cloud and/or Taleo);\nexperience of data modelling techniques;\nextensive Excel skills;\nideally client facing data storytelling and presentation experience\n\nApply\nIf you have a passion for delivering a world class RPO solution and want to be part of an ever-growing team then we would love to hear from you.\nIf you currently work for Korn Ferry or one of our affiliates, you must be eligible to apply for a different position within Korn Ferry to use the Careers Site. If you accept such a position, your benefits programs and Human Resources policies may change. Please consult with your HR contact for the new position concerning application eligibility, benefit programs, and HR policies applicable to that position.']"
454,"['Business Analyst, Program Evolution']","['$95,000 a year']","[""\nFootscray location, with initial working from home arrangement during pandemic\nFull time contract until 30 June 2021\nCirca $95k plus super\nApplications close 2 December 2020\n\nAbout State TrusteesWe are a state government owned company that plays an important role in building awareness and educating the community to protect the legacy and financial affairs of Victorians - we believe every Victorian deserves to live on, that's why we exist.\nFor more information about State Trustees and what we offer as an organisation, please visit www.statetrustees.com.au\nAbout the TeamProgram Evolution is changing and evolving the way State Trustees does business to meet a COVID normal environment, leveraging new and different ways of working. You will be part of a small start-up team that is working on five key projects across the organisation.\nAbout the RoleYou will work closely with the business and technical experts to help identify business problems, processes and solutions that align with the overall strategy, delivering a better customer experience.\nAs an effective communicator, you will play a key role in being an active listener, provide consultative advice to the business and use your technical and process expertise to identify opportunities in order to improve current process and procedures across the organisation.\nSkills & Experience required\n\n\nRelevant tertiary qualifications or equivalent experience\nExtensive experience working as a Business Analyst in business improvement projects\nExcellent stakeholder management skills\nExcellent analytical, conceptual and problem-solving skills\nStrong skills in process mapping and business process reengineering\nExperience developing business requirements and business case development\nExperience developing instructional and procedural documentation and presentations\nExposure to and knowledge of the preparation of project documentation\nHigh level of competence with MS Office, MS Visio & MS Project\nExcellent oral and written communication skills Desirable:\nProject Management experience (in both IT and non-IT related projects)\nAgile Project Management Methodology\n\nEmployee BenefitsOur people's wellbeing is important, and we are proud to offer the following benefits:\n\n\nCareer development\nHealth and well-being programs\nFlexible working conditions\nEducation assistance\nPurchased leave\nEmployee assistance program\nReward and recognition program\nFree Will preparation\nRetailer discounts\nCharitable workplace giving\nEmployee social club\n\nMost importantly, you will be part of an organisation that works collaboratively to improve the lives of Victorians.\nOur CultureFor our clients, our people and the Victorian community, we demonstrate Care, Unity, Passion – we are here, we work together, and we bring our best.\nHow to Apply Click the Apply button to commence the application process. In your application, please include a cover letter and resume.\nYou are not required to address any Key Selection Criteria an may skip this step in the application process.\nWe are an Equal Employment Opportunity employer committed to fairness, diversity and respect. As such, we will respond to requests for reasonable adjustments from applicants with disabilities.\nWe strongly encourage applications from Aboriginal and Torres Strait Islander people.""]"
